      18,   0.040591,  -0.161082,   0.969969
      38,   0.037539,  -0.160227,   0.969358
      48,   0.032656,  -0.159617,   0.968748
      68,   0.032534,  -0.160471,   0.970335
      88,   0.033022,  -0.163157,   0.973387
      98,   0.030947,  -0.164011,   0.974120
     108,   0.029604,  -0.163401,   0.973387
     118,   0.030581,  -0.159495,   0.973509
     138,   0.028749,  -0.158884,   0.976805
     148,   0.020204,  -0.160960,   0.981566
     158,   0.019349,  -0.153269,   0.974852
     178,   0.015687,  -0.150583,   0.969969
     198,   0.022890,  -0.130928,   0.942868
     208,   0.031313,  -0.132393,   0.934566
     228,   0.031069,  -0.143136,   0.936275
     238,   0.020814,  -0.144967,   0.941891
     248,   0.021791,  -0.154856,   0.942501
     268,   0.020448,  -0.160227,   0.948972
     287,   0.017274,  -0.156321,   0.960935
     298,   0.024110,  -0.156199,   0.976561
     317,   0.025575,  -0.157297,   0.980712
     338,   0.023134,  -0.142037,   0.978514
     348,   0.027773,  -0.138619,   0.974974
     378,   0.028749,  -0.137887,   0.951291
     398,   0.037905,  -0.147531,   0.944455
     417,   0.035342,  -0.151804,   0.944455
     438,   0.040103,  -0.161570,   0.944210
     448,   0.033510,  -0.171580,   0.961668
     468,   0.027162,  -0.168895,   0.964842
     488,   0.030581,  -0.161082,   0.973387
     508,   0.031313,  -0.153757,   0.975096
     518,   0.034121,  -0.141915,   0.968748
     538,   0.029970,  -0.135445,   0.969481
     548,   0.039370,  -0.144357,   0.967283
     558,   0.038882,  -0.143991,   0.967161
     578,   0.036318,  -0.143747,   0.966795
     598,   0.035952,  -0.144113,   0.961057
     608,   0.032900,  -0.151193,   0.945309
     628,   0.039370,  -0.156443,   0.944699
     638,   0.030214,  -0.166331,   0.953855
     648,   0.029360,  -0.158762,   0.959104
     668,   0.021913,  -0.148508,   0.967527
     688,   0.020814,  -0.142770,   0.970945
     698,   0.027406,  -0.129097,   0.965452
     718,   0.020814,  -0.135812,   0.961301
     738,   0.023500,  -0.134835,   0.955197
     748,   0.025575,  -0.147653,   0.948361
     758,   0.016908,  -0.148386,   0.951535
     777,   0.021791,  -0.150339,   0.952390
     787,   0.017030,  -0.158762,   0.962644
     808,   0.017884,  -0.162424,   0.967161
     828,   0.016419,  -0.161936,   0.963987
     858,   0.029482,  -0.152048,   0.970335
     878,   0.031801,  -0.160715,   0.960081
     898,   0.028871,  -0.165965,   0.952390
     908,   0.025819,  -0.166453,   0.948483
     918,   0.027162,  -0.161448,   0.938717
     937,   0.027651,  -0.157419,   0.938229
     948,   0.035342,  -0.145700,   0.938229
     968,   0.033754,  -0.148630,   0.937374
     998,   0.022768,  -0.159983,   0.973753
    1018,   0.023988,  -0.158884,   0.976561
    1037,   0.020692,  -0.148508,   0.953488
    1048,   0.025697,  -0.147043,   0.953122
    1068,   0.027284,  -0.150217,   0.955930
    1087,   0.019593,  -0.149484,   0.958738
    1098,   0.017396,  -0.151926,   0.967405
