125,0.888889,-0.038462,0.461538,1.00230749
142,0.888889,-0.038462,0.423077,0.985188879
148,0.888889,-0.038462,0.423077,0.985188879
167,0.888889,0,0.423077,0.98443781
170,0.888889,0,0.423077,0.98443781
187,0.888889,0,0.423077,0.98443781
188,0.888889,-0.038462,0.461538,1.00230749
203,0.888889,-0.038462,0.461538,1.00230749
234,0.888889,-0.038462,0.423077,0.985188879
245,0.888889,-0.038462,0.423077,0.985188879
249,0.888889,-0.038462,0.423077,0.985188879
264,0.888889,-0.038462,0.423077,0.985188879
269,0.888889,0,0.423077,0.98443781
285,0.888889,0,0.423077,0.98443781
292,0.851852,-0.038462,0.423077,0.951906142
307,0.851852,-0.038462,0.423077,0.951906142
310,0.888889,-0.038462,0.461538,1.00230749
328,0.888889,-0.038462,0.423077,0.985188879
332,0.888889,-0.038462,0.423077,0.985188879
348,0.888889,-0.038462,0.423077,0.985188879
352,0.888889,0,0.423077,0.98443781
367,0.888889,0,0.461538,1.001569259
372,0.888889,-0.038462,0.461538,1.00230749
387,0.888889,-0.038462,0.423077,0.985188879
392,0.888889,-0.038462,0.423077,0.985188879
407,0.888889,-0.038462,0.423077,0.985188879
422,0.888889,-0.038462,0.423077,0.985188879
423,0.888889,-0.038462,0.461538,1.00230749
438,0.888889,-0.038462,0.461538,1.00230749
443,0.888889,-0.038462,0.461538,1.00230749
458,0.888889,0,0.461538,1.001569259
463,0.851852,0,0.423077,0.951128791
478,0.851852,0,0.423077,0.951128791
493,0.888889,0,0.423077,0.98443781
494,0.888889,-0.038462,0.423077,0.985188879
509,0.888889,-0.038462,0.423077,0.985188879
514,0.888889,-0.038462,0.461538,1.00230749
530,0.888889,-0.038462,0.461538,1.00230749
535,0.888889,-0.038462,0.461538,1.00230749
550,0.888889,-0.038462,0.461538,1.00230749
568,0.888889,-0.038462,0.423077,0.985188879
573,0.851852,0,0.423077,0.951128791
588,0.851852,-0.038462,0.423077,0.951906142
603,0.851852,0,0.461538,0.968849398
604,0.851852,0,0.461538,0.968849398
619,0.888889,-0.038462,0.461538,1.00230749
624,0.925926,-0.038462,0.423077,1.018730794
639,0.925926,-0.038462,0.423077,1.018730794
644,0.888889,-0.038462,0.461538,1.00230749
662,0.888889,-0.038462,0.461538,1.00230749
665,0.888889,-0.038462,0.423077,0.985188879
680,0.888889,-0.038462,0.423077,0.985188879
695,0.888889,0,0.423077,0.98443781
697,0.888889,-0.038462,0.461538,1.00230749
712,0.888889,0,0.423077,0.98443781
715,0.888889,-0.038462,0.423077,0.985188879
730,0.888889,0,0.423077,0.98443781
735,0.888889,0,0.423077,0.98443781
753,0.888889,0,0.461538,1.001569259
755,0.851852,0,0.461538,0.968849398
770,0.888889,-0.038462,0.461538,1.00230749
775,0.888889,-0.038462,0.461538,1.00230749
790,0.888889,-0.038462,0.461538,1.00230749
805,0.925926,-0.038462,0.423077,1.018730794
807,0.888889,-0.038462,0.423077,0.985188879
822,0.888889,0,0.423077,0.98443781
827,0.851852,-0.038462,0.423077,0.951906142
842,0.851852,-0.038462,0.423077,0.951906142
847,0.851852,0,0.423077,0.951128791
862,0.851852,0,0.423077,0.951128791
878,0.888889,-0.038462,0.461538,1.00230749
879,0.925926,-0.038462,0.461538,1.035294938
897,0.925926,-0.038462,0.461538,1.035294938
900,0.925926,-0.038462,0.461538,1.035294938
915,0.888889,0,0.423077,0.98443781
919,0.888889,0,0.423077,0.98443781
934,0.851852,0,0.423077,0.951128791
938,0.851852,0,0.423077,0.951128791
953,0.888889,-0.038462,0.461538,1.00230749
959,0.888889,-0.038462,0.461538,1.00230749
974,0.925926,-0.038462,0.461538,1.035294938
978,0.925926,-0.038462,0.461538,1.035294938
993,0.925926,-0.038462,0.423077,1.018730794
1008,0.888889,0,0.423077,0.98443781
1009,0.851852,0,0.384615,0.934655299
1018,0.851852,0,0.384615,0.934655299
1033,0.851852,0,0.423077,0.951128791
1048,0.888889,0,0.461538,1.001569259
1049,0.888889,0,0.461538,1.001569259
1064,0.925926,-0.038462,0.461538,1.035294938
1069,0.925926,-0.038462,0.461538,1.035294938
1084,0.925926,-0.038462,0.384615,1.003367819
1089,0.888889,-0.038462,0.307692,0.941423043
1104,0.851852,0,0.192308,0.873289297
1119,0.777778,0.038462,0.153846,0.793779903
1120,0.62963,0.038462,0.307692,0.701845873
1138,0.62963,0.038462,0.307692,0.701845873
1140,0.296296,-0.038462,0.076923,0.30852519
1155,0.037037,0,0,0.037037
1160,0,0,0.038462,0.038462
1175,0,0,0.038462,0.038462
1180,0.037037,0,0,0.037037
1200,0,0,0,0
1215,0.037037,0,0,0.037037
1232,0,0,0.038462,0.038462
1267,0,0,0.038462,0.038462
1272,0.037037,0,0.038462,0.053395363
1287,0.037037,0,0,0.037037
1292,0,0,0.038462,0.038462
1307,0.037037,0,0,0.037037
1312,0,0,0,0
1343,0.037037,0,0,0.037037
1358,0.037037,0,0.038462,0.053395363
1363,0.037037,0,0.038462,0.053395363
1380,0.037037,0,0,0.037037
1384,0.037037,0,0.038462,0.053395363
1420,0.037037,0,0.038462,0.053395363
1444,0.037037,0,0.038462,0.053395363
1460,0.037037,0,0.038462,0.053395363
1465,0.037037,0,0.038462,0.053395363
1480,0.037037,0,0.038462,0.053395363
1485,0.037037,0,0.038462,0.053395363
1505,0.037037,0,0.038462,0.053395363
1522,0.074074,0,0.038462,0.083464261
1525,0.037037,0,0.038462,0.053395363
1540,0.074074,0,0.038462,0.083464261
1555,0.074074,0,0.038462,0.083464261
1557,0.037037,0,0.038462,0.053395363
1572,0.074074,0,0.038462,0.083464261
1575,0.074074,0,0.038462,0.083464261
1595,0.074074,0,0.038462,0.083464261
